Time,Rotor Angle,Rotor Speed,EQ' Volts, ED' Volts,Term Volts,Elec Power Re,Elec Pwr Im,Fld Volts,Mech Power, Satn Factor, Air Gap Volts,Elec MW,Elec MVAr
0.0,-20.59668,0.0,1.067827,0.0,0.99968785,0.006410379,0.22705366,1.067827,0.005896572,1.0,0.99968624,1.2820758,45.410732
0.02,-20.597038,-1.8271603E-6,1.067827,0.0,0.9996871,0.006396625,0.22705612,1.067827,0.005896572,1.0,0.99968547,1.279325,45.411224
0.04,-20.59846,-3.1931177E-6,1.067827,0.0,0.99968386,0.0063432087,0.22706611,1.067827,0.005896572,1.0,0.9996823,1.2686417,45.413223
0.06,-20.600777,-4.3620275E-6,1.067827,0.0,0.9996788,0.0062554814,0.2270825,1.067827,0.005896572,1.0,0.9996771,1.2510962,45.4165
0.08,-20.603909,-5.24239E-6,1.067827,0.0,0.9996717,0.0061373184,0.22710437,1.067827,0.005896572,1.0,0.9996702,1.2274637,45.42087
0.1,-20.607754,-5.7543048E-6,1.067827,0.0,0.7965656,0.06388254,0.7195383,1.067827,0.005896572,1.0,0.7963635,12.776507,143.90765
0.12,-20.683088,-1.7069106E-4,1.067827,0.0,0.79644793,0.062195852,0.71978194,1.067827,0.005896572,1.0,0.7962562,12.439171,143.95639
0.14,-21.040113,-3.239335E-4,1.067827,0.0,0.7958854,0.054186355,0.7209295,1.067827,0.005896572,1.0,0.79573977,10.837271,144.1859
0.16,-21.670134,-4.4779707E-4,1.067827,0.0,0.7948656,0.040114,0.722941,1.067827,0.005896572,1.0,0.7947857,8.0228,144.5882
0.18,-22.558596,-5.2573124E-4,1.067827,0.0,0.7933681,0.020435438,0.72574925,1.067827,0.005896572,1.0,0.79334724,4.0870876,145.14986
0.2,-23.685526,-5.4285524E-4,1.067827,0.0,0.7913703,-0.004210189,0.72926223,1.067827,0.005896572,1.0,0.7913694,-0.8420378,145.85245
0.22,-25.026165,-4.8643816E-4,1.067827,0.0,0.7888535,-0.033024743,0.73336977,1.067827,0.005896572,1.0,0.7887989,-6.6049485,146.67395
0.24,-26.55175,-3.4629914E-4,1.067827,0.0,0.7858102,-0.06508376,0.7379482,1.067827,0.005896572,1.0,0.78559744,-13.016751,147.58963
0.26,-28.23041,-1.1510422E-4,1.067827,0.0,0.7822495,-0.09937618,0.7428686,1.067827,0.005896572,1.0,0.7817512,-19.875237,148.57372
0.28,-30.028172,2.1146187E-4,1.067827,0.0,0.77820295,-0.1348518,0.7480032,1.067827,0.005896572,1.0,0.7772802,-26.97036,149.60063
0.3,-31.910007,6.346612E-4,1.067827,0.0,0.7737259,-0.17047128,0.753231,1.067827,0.005896572,1.0,0.7722422,-34.094257,150.6462
0.32,-33.840843,0.0011528117,1.067827,0.0,0.7688977,-0.20525259,0.7584459,1.067827,0.005896572,1.0,0.7667324,-41.050518,151.68918
0.34,-35.786545,0.0017615242,1.067827,0.0,0.76382,-0.23831311,0.76355743,1.067827,0.005896572,1.0,0.7608799,-47.66262,152.71149
0.36,-37.714794,0.0024540487,1.067827,0.0,0.7586108,-0.26890123,0.7684931,1.067827,0.005896572,1.0,0.7548398,-53.780247,153.69862
0.38,-39.595837,0.0032216948,1.067827,0.0,0.75339955,-0.29641393,0.77319944,1.067827,0.005896572,1.0,0.748783,-59.282787,154.6399
0.4,-41.40307,0.0040542907,1.067827,0.0,0.9068964,-0.76574934,0.39435112,1.067827,0.005896572,1.0,0.8810102,-153.14987,78.870224
0.42,-42.952267,0.0062248753,1.067827,0.0,0.89500594,-0.80353147,0.41258326,1.067827,0.005896572,1.0,0.86606795,-160.7063,82.516655
0.44,-43.738068,0.008454786,1.067827,0.0,0.8876016,-0.817807,0.42554706,1.067827,0.005896572,1.0,0.8573492,-163.5614,85.10941
0.46,-43.751987,0.010678299,1.067827,0.0,0.88516253,-0.81118613,0.43274266,1.067827,0.005896572,1.0,0.8553217,-162.23723,86.54853
0.48,-43.00551,0.012837263,1.067827,0.0,0.8877526,-0.78507835,0.43379116,1.067827,0.005896572,1.0,0.8599167,-157.01567,86.75823
0.5,-41.527603,0.0148773985,1.067827,0.0,0.89506936,-0.73955834,0.42840722,1.067827,0.005896572,1.0,0.8706198,-147.91167,85.68144
